ID,Name,Source,Source ID,Generic Name,Company Name,Equivalent,Associated Programs,Associated Drugs Count,Created At,Updated At
1313,dexcom g7 device; mobile,NEEDY_MEDS,31e9fdb6-9d7e-4425-b43d-3ef291f8f38b,,,glucose monitoring system device; mobile,Dexcom Patient Assistance Program; Dexcom G7 device; mobile Instant Coupon; Dexcom G7 device; mobile Mail-Order Pharmacy; Dexcom G7 device; mobile Free Sample Offer; Dexcom G7 device; mobile Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1314,dexedrine,NEEDY_MEDS,dd04a0b3-c9e0-3d48-9d15-ad959e8e7461,,,dextroamphetamine,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1315,dexilant capsule; delayed release,NEEDY_MEDS,0ff652b8-6920-3748-8821-4573df65ca75,,,dexlansoprazole capsule; delayed release,Takeda Help At Hand Patient Assistance Program,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1316,dexpak 10 day taperpak tablet,NEEDY_MEDS,65ab12d8-0dfc-ab48-8ed1-7868c843bae5,,,dexamethasone tablet,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1317,dexpak 13 day taperpak tablet,NEEDY_MEDS,e8bbd3b2-99b4-4d8f-8fb7-d08e095247dd,,,dexamethasone tablet,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1318,dexpak 6 day taperpak tablet,NEEDY_MEDS,bba11907-31c3-4900-ac15-3e7ebd787ff5,,,dexamethasone tablet,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1319,dextenza ophthalmic insert,NEEDY_MEDS,3be519ec-bbbb-7046-99cd-4fa1ce066a12,,,dexamethasone ophthalmic insert ophthalmic insert,OcuCare Program,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1320,dextroamphetamine sulfate,NEEDY_MEDS,297e1407-b927-fe48-b070-740aa5eeb323,,,,Rx Outreach Medications,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1321,dexycu suspension; intraocular,NEEDY_MEDS,18a69700-6552-0a4e-95fe-1b86176528d3,,,dexamethasone suspension; intraocular,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1322,dhivy tablet,NEEDY_MEDS,d410c3c7-fad9-5341-a671-859d7cdfaae3,,,carbidopa-levodopa tablet,Dhivy tablet Mail-Order Pharmacy; Dhivy tablet Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1323,diabeta tablet,NEEDY_MEDS,83879159-32ed-5145-a342-b27847bf16c8,,,glyburide tablet,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1324,diabetisource ac,NEEDY_MEDS,ec0cfa80-c364-a644-9009-3b474b73e665,,,medical food,Nestle Health Science Resources; formula4success,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1325,diacomit,NEEDY_MEDS,b5a53bc6-8c63-b949-b006-56f95f932807,,,stiripentol,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1326,diamode,NEEDY_MEDS,99ab9a55-380c-42a2-af56-f17ff8c1daf6,,,loperamide,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1327,diastat acudial gel; rectal,NEEDY_MEDS,87ee4530-f22b-f34a-8bda-aa7210341cd0,,,diazepam gel; rectal,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1328,diazepam,NEEDY_MEDS,c81f385b-75ec-8641-b7fd-e48cfdb21f0f,,,,"",1,2024-08-21 09:10:51,2024-08-21 09:10:51
1329,diclareal solution; topical,NEEDY_MEDS,121dc823-f326-4e8d-ae51-a4aea819b5c4,,,diclofenac sodium-capsaicin solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1330,diclegis tablet; delayed release,NEEDY_MEDS,9131eac7-540c-4f4e-a6c7-accbdef3b8b7,,,doxylamine succinate-pyridoxine tablet; delayed release,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1331,diclofenac potassium,NEEDY_MEDS,ca5a1934-65c7-4641-ab21-4f99e8104688,,,,"",1,2024-08-21 09:10:51,2024-08-21 09:10:51
1332,diclofenac sodium,NEEDY_MEDS,50f378ea-068f-d843-8dc4-51e8512f2573,,,,"",1,2024-08-21 09:10:51,2024-08-21 09:10:51
1333,diclofenac sodium gel,NEEDY_MEDS,b3e3cb24-20fb-0445-b8b3-ed12dd501705,,,,Costco Member Prescription Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1334,diclofenac sodium ophthalmic solution,NEEDY_MEDS,c387bd6e-c0ca-7b46-b606-73f0d5da7735,,,,Costco Member Prescription Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1335,diclofenac sodium tablet; delayed release,NEEDY_MEDS,ae4d35eb-d61d-a041-8214-b62704fc0200,,,,Costco Member Prescription Program; Martin's Pharmacy Prescription Savings; Giant Pharmacy Prescription Savings; H-E-B Rx Rewards Platinum; Kroger Rx Savings Club,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1336,diclofenac tablet,NEEDY_MEDS,5aee4fcb-1669-4a7e-8eba-b8bac08ad74c,,,,Hy-Vee $4/$10 Generic Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1337,diclofex dc solution; topical,NEEDY_MEDS,958a64ee-7da6-48a8-86b5-97d64c4eddd2,,,diclofenac sodium-capsaicin oleoresin solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1338,dicloheal-60 solution; topical,NEEDY_MEDS,362e02c8-55cb-4151-a7c2-cfade6002887,,,diclofenac sodium-capsaicin solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1339,diclopr gel; topical,NEEDY_MEDS,235fb8e9-fd51-4d62-bd8b-1c0e38a2e051,,,diclofenac-methyl salicylate-menthol gel; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1340,diclosaicin solution; topical,NEEDY_MEDS,1b27e86a-4498-4fef-af89-1458bba62c3f,,,diclofenac sodium-capsaicin solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1341,diclotrex solution; topical,NEEDY_MEDS,85799236-7dfe-45aa-8fe5-d5c5f62ad372,,,diclofenac sodium-camphor-menthol solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1342,diclozor gel; topical,NEEDY_MEDS,c0268b66-e496-c949-88f6-67747eae4a40,,,diclofenac sodium gel; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1343,dicyclomine capsule,NEEDY_MEDS,ce572c58-dc01-43d3-88ad-48442469a1c3,,,,Martin's Pharmacy Prescription Savings; Walgreens Prescription Savings Club; Giant Pharmacy Prescription Savings; TOPS $3.99+Plan Generics Program; Duane Reade/Walgreens Prescription Savings Club; Kroger Rx Savings Club,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1344,dicyclomine tablet,NEEDY_MEDS,4a027ba3-9563-4792-9a9f-c5f6dacd2604,,,,Costco Member Prescription Program; Martin's Pharmacy Prescription Savings; Hy-Vee $4/$10 Generic Program; Walgreens Prescription Savings Club; Giant Pharmacy Prescription Savings; Duane Reade/Walgreens Prescription Savings Club; Cash Saver $4 Prescription Program; Kroger Rx Savings Club; ShopRite Prescription Savings Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1345,differin acne clearing body scrub,NEEDY_MEDS,59385ad1-7dba-b740-a7fb-0f1db8a9ae50,,,salicylic acid,Differin Acne Clearing Body Scrub Sign-up/receive future savings; Differin Acne Clearing Body Scrub Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1346,differin acne clearing body spray,NEEDY_MEDS,379a40ee-909d-4ba4-b7b4-dadaad870351,,,salicylic acid,Differin Acne Clearing Body Spray Sign-up/receive future savings; Differin Acne Clearing Body Spray Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1347,differin acne clearing body wash,NEEDY_MEDS,22613b96-5d50-45cd-95e7-df92ce8d2b0b,,,salicylic acid,Differin Acne Clearing Body Wash Sign-up/receive future savings; Differin Acne Clearing Body Wash Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1348,differin acne foaming cleanser,NEEDY_MEDS,079df365-68e5-42c9-8b29-14bf13441b63,,,benzoyl peroxide,Differin Acne Foaming Cleanser Sign-up/receive future savings; Differin Acne Foaming Cleanser Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1349,differin clear skin set,NEEDY_MEDS,4c1aa7d0-80f9-4101-8107-e23caba9a64c,,,retinoid,Differin Clear Skin Set Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1350,differin daily brightening exfoliator,NEEDY_MEDS,16267781-d47d-40d2-b608-a855bebc6cb1,,,coconut oil extract,Differin Daily Brightening Exfoliator Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1352,differin daily deep cleanser,NEEDY_MEDS,8d3c47bb-389e-4c65-bc3c-4918f80f988c,,,benzoyl peroxide,Differin Daily Deep Cleanser Sign-up/receive future savings; Differin Daily Deep Cleanser Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1353,differin daily oil free hydrating cleanser,NEEDY_MEDS,6632a19e-0c2a-469d-8ae9-09a75b2a113d,,,polyhydroxy acid,Differin Daily Oil Free Hydrating Cleanser Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1354,differin daily oil-free hydrating cleanser,NEEDY_MEDS,6a29bce9-0c35-4921-8e59-b23e947a6109,,,polyhydroxy acid,Differin Daily Oil-Free Hydrating Cleanser Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1355,differin daily refreshing cleanser,NEEDY_MEDS,483e173e-c303-a940-8df9-fce4d620704b,,,panthenol,Differin Daily Refreshing Cleanser Sign-up/receive future savings; Differin Daily Refreshing Cleanser Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1356,differin dark spot correcting serum,NEEDY_MEDS,ea34e596-f6d6-4821-a306-35dd1eaf48a9,,,niacinamide,Differin Dark Spot Correcting Serum Instant Coupon; Differin Dark Spot Correcting Serum Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1357,differin gel,NEEDY_MEDS,99a133c2-d2cf-0b49-b967-57c0248bf16a,,,adapalene,Differin Gel Instant Coupon; Differin Gel Sign-up/receive future savings; Differin Gel Copay Card Download,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1358,differin gentle cleanser,NEEDY_MEDS,88f3414a-f0da-c344-b0e6-18d748f77157,,,cetyl alcohol,Differin Gentle Cleanser Instant Coupon; Differin Gentle Cleanser Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1359,differin lotion,NEEDY_MEDS,88d3eb01-15b5-438e-b1d8-75d87fd16569,,,adapalene,Differin Lotion Copay Card Download,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1360,differin oil absorbing moisturizer with spf 30,NEEDY_MEDS,8b29896b-d873-a841-8a28-758c400c8556,,,avobenzone,Differin Oil Absorbing Moisturizer with SPF 30 Instant Coupon; Differin Oil Absorbing Moisturizer with SPF 30 Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1361,differin pore minimizing toner,NEEDY_MEDS,275e8ed4-b0f0-4f1f-8316-162a9ef6ea61,,,witch hazel,Differin Pore Minimizing Toner Instant Coupon; Differin Pore Minimizing Toner Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1362,differin restorative night moisturizer,NEEDY_MEDS,46a61903-35f2-1648-94cc-172d7f8d346a,,,hyaluronic acid,Differin Restorative Night Moisturizer Instant Coupon; Differin Restorative Night Moisturizer Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1363,differin resurfacing scar gel,NEEDY_MEDS,1f7c6804-95be-40d6-9a19-5c7c2074a00d,,,bakuchiol,Differin Resurfacing Scar Gel Sign-up/receive future savings; Differin Resurfacing Scar Gel Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1364,differin soothing moisturizer,NEEDY_MEDS,89c2355d-e778-b044-9bc3-52254cf25691,,,glycerin,Differin Soothing Moisturizer Instant Coupon; Differin Soothing Moisturizer Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1365,dificid oral suspension,NEEDY_MEDS,8a84c76f-1df2-2b40-b64a-946f12f2b269,,,fidaxomicin oral suspension,Merck Patient Assistance Program; Merck Connect,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1366,dificid tablet,NEEDY_MEDS,34b81525-c876-7140-935b-90147462dd7a,,,fidaxomicin tablet,Merck Patient Assistance Program; Merck Connect; Dificid tablet Copay Card Sign-up,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1367,diflucan,NEEDY_MEDS,a5597d20-11f8-4543-99c9-4adb0a2e8a49,,,fluconazole,Rx Outreach Medications; Diflucan Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1368,diflunisal,NEEDY_MEDS,4af248a2-c578-0046-8441-a70b858c16cb,,,,"",1,2024-08-21 09:10:51,2024-08-21 09:10:51
1369,digitek tablet,NEEDY_MEDS,39bf52bb-6bf0-5247-a4a3-5342fe508309,,,digoxin tablet,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1370,digoxin,NEEDY_MEDS,a5e034e6-3962-d741-adf0-93fb19435cb1,,,,Rx Outreach Medications,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1371,digoxin tablet,NEEDY_MEDS,f2e01aba-7a22-4c7a-b3bf-cb7c6147d4f5,,,,TOPS $3.99+Plan Generics Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1372,digox tablet,NEEDY_MEDS,0bec57b1-c7c1-8e48-9c81-6cf0dbce1e15,,,digoxin tablet,"",1,2024-08-21 09:10:51,2025-03-16 06:59:02
1373,dilacor xr capsule; extended-release,NEEDY_MEDS,365d6ca5-165a-864c-a5df-ab21b4c6f13a,,,diltiazem capsule; extended-release,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1374,dilantin,NEEDY_MEDS,fe2d9505-f8ad-684f-9266-1c2b99dd967c,,,phenytoin sodium,Rx Outreach Medications; Dilantin Mail-In Rebate; Dilantin Copay Card Sign-up,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1375,dilaudid,NEEDY_MEDS,40d37498-a09d-a14f-b7a7-ac5d30c57acb,,,hydromorphone,"",1,2024-08-21 09:10:51,2025-03-16 06:59:02
1376,diltiazem capsule; extended-release,NEEDY_MEDS,905f4c54-8196-fa49-a852-ee88c7baba6d,,,,Price Cutter $4/$10 Medication Savings List; H-E-B Rx Rewards Platinum; ShopRite Prescription Savings Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1377,diltiazem tablet,NEEDY_MEDS,55be8d31-c0c9-48d6-8f0e-8c66bb0a831d,,,,Costco Member Prescription Program; Hy-Vee $4/$10 Generic Program; Walgreens Prescription Savings Club; H-E-B Rx Rewards Platinum; Duane Reade/Walgreens Prescription Savings Club; Cash Saver $4 Prescription Program; Hannaford Healthy Saver Plus Program; Food Lion Healthy Saver Program; ShopRite Prescription Savings Program; Raley's $3.99 Generic Prescriptions,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1378,dilt-xr capsule; extended-release,NEEDY_MEDS,3ac5a301-7cc9-5547-b779-50d6a49dfb7a,,,diltiazem capsule; extended-release,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1379,dimentho solution; topical,NEEDY_MEDS,1578ef5b-6414-4bfb-afda-d6207eed0df5,,,diclofenac sodium solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:02
1380,dimetapp childrens cold & allergy liquid,NEEDY_MEDS,0e5a0e59-2128-f243-85ea-40d25ef2729e,,,brompheniramine maleate-phenylephrine,Dimetapp Childrens Cold & Allergy Liquid Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1381,dimetapp childrens cold & cough liquid,NEEDY_MEDS,6fd078cd-adaf-6641-bac0-0afa326e7cb5,,,brompheniramine maleate-dextromethorphan-phenylephrine,Dimetapp Childrens Cold & Cough Liquid Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1382,dimetapp childrens day & night liquid value pack,NEEDY_MEDS,f483a515-2f65-8f47-97a3-3d0f342c1bce,,,brompheniramine maleate-dextromethorphan-phenylephrine and diphenhydramine-phenylephrine,Dimetapp Childrens Day & Night Liquid Value Pack Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1383,dimetapp childrens multi-symptom cold & flu liquid,NEEDY_MEDS,0d463a04-2733-0242-802d-57fe9c8e518d,,,acetaminophen-dextromethorphan-phenylephrine,Dimetapp Childrens Multi-Symptom Cold & Flu Liquid Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1384,dimetapp childrens nighttime cold & congestion liquid,NEEDY_MEDS,331f057f-f617-ae48-93ef-09235753ce93,,,dextromethorphan-phenylephrine,Dimetapp Childrens Nighttime Cold & Congestion Liquid Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1385,dimethyl fumarate capsule; delayed release,NEEDY_MEDS,dd5610d0-66e1-9344-bd6b-bda29bc4da87,,,dimethyl fumarate capsule; delayed release,Dimethyl Fumarate capsule; delayed release Copay Card Download,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1386,diovan,NEEDY_MEDS,78e33558-7f2a-7b46-9348-3ca4e5ab55f0,,,valsartan,Rx Outreach Medications; Diovan Mail-In Rebate; Diovan Copay Card Sign-up,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1387,diovan hct tablet,NEEDY_MEDS,3dc5f8e0-4565-2045-9022-ac0d5dac919f,,,valsartan-hydrochlorothiazide tablet,Rx Outreach Medications; Diovan HCT tablet Copay Card Sign-up; Diovan HCT tablet Mail-In Rebate,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1388,dipentum capsule,NEEDY_MEDS,53a36cce-7db7-d64d-8bbd-8391b43e8d7c,,,olsalazine sodium capsule,Viatris Patient Assistance Program (Group One Medicines),1,2024-08-21 09:10:51,2025-03-16 06:59:02
1389,diphenhydramine capsule,NEEDY_MEDS,55cb9b31-8538-1b41-acac-242439fbd344,,,,Walgreens Prescription Savings Club; Duane Reade/Walgreens Prescription Savings Club; Marc's Generic RX Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1390,diphenoxylate-atropine,NEEDY_MEDS,e00f7034-1934-394e-a3e9-d70993873645,,,,Rx Outreach Medications,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1391,diprolene af cream,NEEDY_MEDS,0353b14d-d5e9-4062-8044-b0a06855650b,,,betamethasone dipropionate cream,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1392,diprosone,NEEDY_MEDS,5a0d5db6-6346-1b49-a9ea-c71a56708e7d,,,betamethasone dipropionate,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1393,dithol solution; topical,NEEDY_MEDS,3ff1e39b-755d-4998-aac6-6388a04291f4,,,diclofenac sodium-menthol solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:02
1394,ditropan,NEEDY_MEDS,14f37554-bb3f-a044-8ce1-f3db8aa03a66,,,oxybutynin chloride,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1395,ditropan xl tablet; extended release,NEEDY_MEDS,85c24a91-f5fa-a74e-a4aa-33c7ffb51210,,,oxybutynin chloride tablet; extended release,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1396,diurex max caplets,NEEDY_MEDS,15b75296-6a1f-604a-88fe-098b27d445a3,,,pamabrom,Diurex Max Caplets Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1397,diurex max softgels,NEEDY_MEDS,0dc65c44-5b8f-0443-bf0e-0ede5aec74fd,,,solubolized Pamabrom,Diurex Max Softgels Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1398,diurex ultimate caplet,NEEDY_MEDS,f393c6f7-f363-4b0d-8bba-0fce24e4e230,,,caffeine anhydrous caplet,Diurex Ultimate caplet Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1399,diurex ultra caplet,NEEDY_MEDS,abae0d08-8c31-4846-aee0-5a7bb9b80ef6,,,caffeine anhydrous caplet,Diurex Ultra caplet Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1400,diurex water pills + pain relief,NEEDY_MEDS,68f832c0-8875-e941-8012-69386b53ff00,,,caffeine-magnesium salicylate,Diurex Water Pills + Pain Relief Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1401,diurex xpl caplet,NEEDY_MEDS,92e3636c-8370-4679-9b4e-3d52ccb73081,,,caffeine anhydrous caplet,Diurex XPL caplet Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1402,diuril,NEEDY_MEDS,dd448bbc-c4ed-b24c-9299-aef09511700c,,,chlorothiazide,"",1,2024-08-21 09:10:51,2025-03-16 06:59:02
1403,divalproex sodium tablet; delayed release,NEEDY_MEDS,88825c0d-8e8a-a849-bad7-6d4c3478da38,,,,Costco Member Prescription Program; Price Cutter $4/$10 Medication Savings List; H-E-B Rx Rewards Platinum; ShopRite Prescription Savings Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1404,divalproex sodium tablet; extended release,NEEDY_MEDS,e6cb8aa8-bd68-fc4f-b3bc-5901fbeb8c62,,,,"",1,2024-08-21 09:10:51,2024-08-21 09:10:51
1405,divigel gel,NEEDY_MEDS,5271670e-77b2-4478-aab4-9070ad462562,,,estradiol gel,Divigel gel Copay Card Program; Divigel gel Mail-Order Pharmacy; Divigel gel Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1406,docefrez injection; iv infusion,NEEDY_MEDS,3753c5cb-cefb-7546-a2fd-ed00fe1b9cbe,,,docetaxel injection; iv infusion,"",1,2024-08-21 09:10:51,2025-03-16 06:59:02
1407,docusate,NEEDY_MEDS,c16e8349-5096-034e-b8bd-7d3fe174602b,,,,Rx Outreach Medications,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1408,dojolvi liquid; oral,NEEDY_MEDS,ba14cac2-54de-4a48-8408-f3140b3f1d43,,,triheptanoin liquid; oral,UltraCare Patient Assistance Program,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1409,donepezil tablet,NEEDY_MEDS,9d11e74a-8601-4eba-91ab-2efa8efc6f04,,,,Costco Member Prescription Program; D & W Fresh Market $5.99/$12.99 Generic Program; Family Fare Supermarkets $5.99/$12.99 Generic Program; Price Cutter $4/$10 Medication Savings List; H-E-B Rx Rewards Platinum; VG's Grocery $5.99/$12.99 Generic Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; Hannaford Healthy Saver Plus Program; Food Lion Healthy Saver Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1410,donnatal,NEEDY_MEDS,94531221-2e11-ea4e-be08-54b93981307b,,,phenobarbital-hyoscyamine-atropine-scopolamine hydrobromide,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1411,donnatal elixir syrup,NEEDY_MEDS,ba37bf75-bd02-4268-b918-bd5fb3254d16,,,belladonna alkaloids/phenobarbital syrup,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1412,dopamine injection,NEEDY_MEDS,a2c504ef-a374-f644-8d19-0e0700f78d42,,,,"",1,2024-08-21 09:10:51,2024-08-21 09:10:51
1413,doptelet tablet,NEEDY_MEDS,53348e10-f252-9843-aca2-595c65aa463f,,,avatrombopag tablet,Doptelet Connect,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1414,doryx,NEEDY_MEDS,3fa0a3e4-302a-7040-9939-e43bf95280cc,,,doxycycline hyclate,"",1,2024-08-21 09:10:51,2025-03-16 06:59:02
1415,doryx mpc tablet; delayed release,NEEDY_MEDS,6003b4e6-2d4a-3241-b2ce-e515e88fb9ee,,,doxycycline hyclate tablet; delayed release,Doryx MPC tablet; delayed release Copay Card Download; Doryx MPC tablet; delayed release Copay Card Download,1,2024-08-21 09:10:51,2025-03-16 06:59:02
1416,dorzolamide ophthalmic solution,NEEDY_MEDS,2cdefb33-23f6-bf42-90a8-0a5a41eadef9,,,,Costco Member Prescription Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1417,dorzolamide-timolol maleate,NEEDY_MEDS,34c66389-13b9-754e-9851-6a2ca57ee6a7,,,,Costco Member Prescription Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
